"","X","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q65","QID1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q30","Q29","Q28","AB1","AB3","AB4","AB5","AB8","AB10","AB11","V14","V16","V17","V19","V21","V22","D25","D26","D28","D31","D32","D34","D35","Q67","Q68","Q69","Q70","Q71","Q63","Q64","Q54","Q65.1","Q64.1","Q63.1","Q62","Q80","Q83","Q82","Q81","Q66","Q68.1","Q78","Q71.1","Q77","Q74","Q69.1","Q70.1","Q67.1","opp","gc","term","cintid","ProjectToken","gid","sname","TolunaEnc","Q_BallotBoxStuffing","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RecaptchaScore","Q_RelevantIDFraudScore","Q_TotalDuration","Q_CHL","GeoIP","careless_long","irv","irv2","flag"
"348",350,"2021-10-11 16:37:17","2021-10-11 16:46:08",0,"184.60.117.200",100,530,1,"2021-10-11 16:46:08","R_2bIOHC6436sfAQu",NA,NA,NA,NA,34.8713989257812,-84.2115020751953,"anonymous","EN",4,4,3,2,2,3,4,5,4,3,3,4,2,5,6,4,5,2,4,6,6,7,6,7,4,4,3,2,5,5,5,2,2,4,3,5,2,5,5,5,5,4,5,5,5,6,5,6,6,5,5,5,2,5,5,2,5,5,5,5,2,2,2,2,1,1,11,5,1,"Vice President systems analyst ",4,7,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5c67d3af-6bfd-32c8-c21b-e44cbfec2c43","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,530,"anonymous",NA,4,1.5,0.816496580927726,"use"
"349",351,"2021-10-11 16:42:40","2021-10-11 16:48:13",0,"97.127.232.183",100,332,1,"2021-10-11 16:48:13","R_2735P763WCMmGeI",NA,NA,NA,NA,42.514404296875,-90.693000793457,"anonymous","EN",4,5,6,5,3,5,5,5,1,5,5,5,4,6,4,4,7,4,7,5,4,7,7,4,5,5,6,7,6,5,6,6,5,5,3,5,2,4,5,6,5,6,6,6,6,6,6,5,6,5,5,5,2,5,5,1,5,5,5,5,2,1,1,1,1,8,4,1,2,"Business owner",1,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"aefd24a8-60bd-d8c4-581c-13d632bd0645","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,332,"anonymous",NA,6,1.70782512765993,2,"use"
"350",352,"2021-10-11 16:32:58","2021-10-11 16:48:34",0,"76.236.130.46",100,935,1,"2021-10-11 16:48:34","R_3J8bwQrjRXzW9wj",NA,NA,NA,NA,30.2183074951172,-81.5621032714844,"anonymous","EN",4,4,3,3,4,4,4,4,5,3,4,4,6,6,5,5,6,6,7,6,5,7,6,5,6,4,6,5,6,4,5,4,4,4,4,3,3,4,5,5,4,5,5,5,4,5,5,4,5,4,4,3,2,5,3,1,3,2,2,2,2,1,2,2,2,8,13,1,4,"ceo",1,7,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"","a67378c3-e3e1-ac94-26db-d262fb38255f",100254,"bzPEvqDgvTUIUeJ2U89a9Z-yJsg",3944,NA,NA,NA,NA,NA,935,"anonymous",NA,4,0.957427107756338,0.816496580927726,"use"
"351",353,"2021-10-11 16:44:12","2021-10-11 16:49:26",0,"24.163.119.159",100,313,1,"2021-10-11 16:49:26","R_C3LrjBvvGhpLCsp",NA,NA,NA,NA,35.9423980712891,-78.6358032226562,"anonymous","EN",4,4,7,3,2,2,4,5,4,4,5,3,5,6,4,6,3,4,6,7,6,4,6,7,3,4,3,6,4,2,4,3,6,2,4,2,6,5,4,2,6,4,6,3,4,5,1,3,6,5,4,3,4,3,5,2,4,3,4,2,3,5,3,5,4,1,4,3,5,"MANAGER",2,3,7,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d803cb6d-f82d-0845-a6d9-fc287ad29e81","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,313,"anonymous",NA,2,1.70782512765993,0.5,"use"
"352",354,"2021-10-11 16:44:11","2021-10-11 16:50:00",0,"100.40.165.214",100,348,1,"2021-10-11 16:50:00","R_28D2wZnbdrXMXVP",NA,NA,NA,NA,41.5339965820312,-74.049201965332,"anonymous","EN",4,5,7,5,2,5,5,5,4,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,6,5,3,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,3,3,3,5,5,5,5,4,2,1,1,2,1,8,3,1,1,"Photographer ",1,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ec8759df-f6dc-9887-226b-6eac069f9032","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,348,"anonymous",NA,20,1.5,0.5,"Flagged"
"353",355,"2021-10-11 16:46:05","2021-10-11 16:50:03",0,"73.72.14.169",100,237,1,"2021-10-11 16:50:04","R_2zBKwE312ClJV5y",NA,NA,NA,NA,42.05810546875,-86.4807968139648,"anonymous","EN",4,3,7,5,1,5,5,5,1,5,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,4,5,5,5,5,5,4,5,5,5,5,2,2,1,3,"Senior assistant ",1,3,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"f69d4ba5-03e9-8091-3811-7cb680a96548","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,237,"anonymous",NA,17,0,2,"Flagged"
"354",356,"2021-10-11 16:43:42","2021-10-11 16:51:03",0,"47.233.44.24",100,440,1,"2021-10-11 16:51:03","R_2AHKxt084wMoAeE",NA,NA,NA,NA,38.7830047607422,-90.6351013183594,"anonymous","EN",4,5,7,3,3,4,4,3,2,4,4,4,6,5,6,6,7,6,5,5,6,7,6,5,4,5,6,3,4,4,5,3,4,4,4,5,4,5,5,6,5,6,4,4,5,6,4,5,5,5,5,5,4,5,4,1,5,5,5,4,2,2,1,1,1,8,16,6,1,"Dasher",4,2,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5c0c6eaa-60e7-ada6-a91e-592740da6646","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,440,"anonymous",NA,5,0.816496580927726,0.957427107756338,"use"
"355",357,"2021-10-11 16:44:34","2021-10-11 16:51:10",0,"66.36.121.11",100,396,1,"2021-10-11 16:51:11","R_VL7BfCK3nDilVfj",NA,NA,NA,NA,38.5265045166016,-105.995399475098,"anonymous","EN",4,4,3,3,3,4,4,4,3,4,4,4,6,4,5,5,6,2,6,6,4,6,6,3,6,5,6,3,5,4,4,2,2,4,2,4,2,4,4,4,3,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,2,3,3,4,3,1,10,1,2,"Customer relations specialist",4,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d4bc0ccc-28c8-cb30-1978-3b97dc084e21","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,396,"anonymous",NA,8,1,0.5,"use"
"356",358,"2021-10-11 16:42:41","2021-10-11 16:51:32",0,"73.197.35.4",100,531,1,"2021-10-11 16:51:33","R_3oYHT4lv8d2fRls",NA,NA,NA,NA,39.7897033691406,-75.0354995727539,"anonymous","EN",4,4,6,2,4,4,4,4,4,3,3,4,4,6,6,6,4,6,4,3,6,6,3,6,3,5,6,4,6,5,5,4,2,3,5,5,4,3,5,5,5,4,3,3,3,5,5,5,5,5,5,5,5,5,4,5,3,2,2,2,2,2,2,2,2,2,5,2,3,"Coordinator of religious education",3,6,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"cac474cb-0c8c-810e-617f-43ef8b8a4a26","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,531,"anonymous",NA,9,0.957427107756338,0.5,"use"
"357",359,"2021-10-11 16:46:56","2021-10-11 16:52:31",0,"174.57.49.10",100,334,1,"2021-10-11 16:52:31","R_bPDyNNgb3lYGUiB",NA,NA,NA,NA,40.0350952148438,-74.1107025146484,"anonymous","EN",4,2,2,2,4,2,2,2,4,2,2,2,4,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,3,5,5,2,5,5,5,2,2,2,2,2,2,7,14,1,1,"Disabled",4,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"e68a55c3-d184-9ba2-2f77-62a10ba6b72e","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,334,"anonymous",NA,20,0,1,"Flagged"
"358",360,"2021-10-11 16:43:00","2021-10-11 16:52:47",0,"209.173.188.160",100,587,1,"2021-10-11 16:52:47","R_2eatlLzTrBl08Qn",NA,NA,NA,NA,39.3379974365234,-82.9860000610352,"anonymous","EN",4,4,6,4,2,4,4,3,3,3,4,4,4,4,6,4,4,4,4,4,4,5,6,4,4,3,3,3,4,4,5,3,3,4,3,4,4,4,4,4,5,5,5,5,4,5,5,4,5,5,5,5,4,5,5,1,5,5,5,4,2,1,1,1,1,1,16,6,2,"Cashier ",4,6,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"425a9940-6c6a-6475-fff4-ae7117940aad","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,587,"anonymous",NA,6,0,0.5,"Flagged"
"359",361,"2021-10-11 16:41:35","2021-10-11 16:53:02",0,"172.58.139.0",100,686,1,"2021-10-11 16:53:02","R_1zvPzLahlQdsvAd",NA,NA,NA,NA,41.9450073242188,-87.7995986938477,"anonymous","EN",4,3,2,1,3,2,1,1,2,1,2,2,6,1,2,6,1,1,1,2,4,1,1,7,1,1,7,1,7,4,1,2,1,2,4,5,4,6,4,6,6,4,2,1,1,2,1,4,4,5,5,5,2,5,2,1,5,5,5,4,2,5,5,5,4,1,1,6,2,"Manager",2,5,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5f83be4d-1e3a-4b87-26f9-89a8190c78a0","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,686,"anonymous",NA,3,1.15470053837925,0.5,"use"
"360",362,"2021-10-11 16:42:09","2021-10-11 16:53:57",0,"97.95.128.134",100,707,1,"2021-10-11 16:53:57","R_BPSBiRCkPYKzFbr",NA,NA,NA,NA,35.8455963134766,-83.5391998291016,"anonymous","EN",4,4,3,4,3,4,4,4,3,4,3,3,2,5,4,4,4,3,4,3,4,4,3,3,4,4,5,4,5,4,5,4,5,3,3,5,4,5,4,6,5,3,5,2,4,4,3,4,4,5,5,5,5,5,4,4,5,5,5,4,2,4,4,4,3,1,7,4,2,"Probation officer ",4,5,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"3045126e-a0b1-ebb8-e0da-256e6ac3a682","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,707,"anonymous",NA,5,0.957427107756338,0.5,"use"
"361",363,"2021-10-11 16:42:07","2021-10-11 16:54:08",0,"174.75.24.218",100,720,1,"2021-10-11 16:54:08","R_2QPMrFcHCpwaOQO",NA,NA,NA,NA,41.1156005859375,-95.9375,"anonymous","EN",4,4,6,4,4,4,4,3,3,4,4,4,5,5,6,6,5,5,5,5,5,7,5,6,5,5,5,2,5,5,5,2,2,4,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,5,5,5,3,2,2,2,2,2,1,15,5,4,"QA Test Engineer",2,3,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"81fd7036-4960-889a-5882-47d6bf542edd","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,720,"anonymous",NA,15,1.5,0.577350269189626,"Flagged"
"362",364,"2021-10-11 16:45:43","2021-10-11 16:54:19",0,"74.69.224.186",100,516,1,"2021-10-11 16:54:19","R_22VXHGCgmr8Pcj6",NA,NA,NA,NA,42.9629974365234,-72.2929000854492,"anonymous","EN",4,5,7,5,3,5,3,3,3,4,4,4,3,7,6,6,6,6,6,3,7,7,7,7,7,4,6,4,7,1,4,4,4,4,5,6,4,3,4,5,5,5,4,3,5,5,6,6,6,5,5,5,2,5,5,2,5,5,5,4,3,3,3,3,3,1,10,4,2,"Registrar ",4,5,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"622f0cc9-b98b-c7b7-8a7d-3b04eec2df24","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,516,"anonymous",NA,5,0.816496580927726,0.5,"use"
"363",365,"2021-10-11 16:47:00","2021-10-11 16:54:40",0,"99.111.16.146",100,460,1,"2021-10-11 16:54:41","R_b0YofuqtEJnnyOR",NA,NA,NA,NA,33.2662963867188,-86.9020004272461,"anonymous","EN",4,5,7,5,2,3,3,5,4,2,3,3,5,4,7,6,6,6,3,1,6,6,6,7,7,7,5,7,6,1,6,6,3,1,6,5,4,4,4,4,6,5,4,5,2,4,3,5,6,5,5,5,4,5,4,3,5,5,5,1,2,2,1,1,1,1,4,6,2,"Store manager",2,7,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"0c85cbe2-13ac-05e7-2056-fcae3966750f","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,460,"anonymous",NA,4,0,1.29099444873581,"Flagged"
"364",366,"2021-10-11 16:43:52","2021-10-11 16:54:47",0,"24.205.210.5",100,655,1,"2021-10-11 16:54:48","R_2Yu1xKB9eAfBPRf",NA,NA,NA,NA,39.5381011962891,-119.836502075195,"anonymous","EN",4,2,2,2,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,5,4,3,5,5,5,5,2,3,3,3,3,7,10,1,1,"None",4,6,6,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"01b2cd75-5292-0e90-17c1-fa9968a25599","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,655,"anonymous",NA,20,0,0.5,"Flagged"
"365",367,"2021-10-11 16:47:15","2021-10-11 16:54:56",0,"174.206.229.110",100,460,1,"2021-10-11 16:54:56","R_2E0rbGuCBMcGdPe",NA,NA,NA,NA,40.7868957519531,-74.2535018920898,"anonymous","EN",4,5,6,4,5,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,6,1,3,1,7,5,5,2,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,2,1,1,1,1,2,5,2,2,"Crossing Guard ",4,7,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"5538d401-a153-1b70-9db5-e313681fc7ec","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,460,"anonymous",NA,18,1.5,0,"Flagged"
"366",368,"2021-10-11 16:50:26","2021-10-11 16:55:00",0,"71.200.117.112",100,273,1,"2021-10-11 16:55:00","R_26kCqAOK18pQOgx",NA,NA,NA,NA,39.5191040039062,-78.0894012451172,"anonymous","EN",4,5,2,4,3,3,1,1,1,1,1,1,4,4,5,7,6,5,5,3,5,5,6,7,6,5,7,5,5,5,4,3,1,2,1,6,6,1,3,1,6,5,1,1,1,1,1,6,1,5,5,5,2,5,5,1,3,3,3,3,3,5,5,5,5,1,8,3,2,"Nurse",3,3,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"babd007f-08cf-a0f2-18cb-37963b1c6e94","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,273,"anonymous",NA,6,2.3629078131263,0,"Flagged"
"367",369,"2021-10-11 16:46:49","2021-10-11 16:55:30",0,"24.208.44.252",100,520,1,"2021-10-11 16:55:30","R_2DNQVMNlEfWl3dL",NA,NA,NA,NA,44.2433013916016,-88.3563995361328,"anonymous","EN",4,4,6,3,2,4,2,3,1,2,2,3,6,7,4,5,4,6,3,3,7,7,6,7,7,6,7,4,6,4,4,4,1,1,4,5,5,4,4,3,6,5,3,1,3,6,3,6,4,5,5,5,5,5,4,1,2,2,2,2,2,5,5,4,4,1,2,2,2,"manager",2,7,6,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"b0ddcd6a-8557-064d-78de-faf6c360e3be","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,520,"anonymous",NA,5,0.816496580927726,0.816496580927726,"use"
"368",370,"2021-10-11 16:45:41","2021-10-11 16:55:34",0,"68.104.225.140",100,592,1,"2021-10-11 16:55:34","R_1H69diawgjvnifL",NA,NA,NA,NA,33.6349945068359,-112.332099914551,"anonymous","EN",4,3,2,2,2,2,1,1,1,1,1,2,4,2,4,3,2,3,1,1,4,3,3,3,4,3,4,5,7,2,4,6,1,2,4,4,6,3,3,3,5,2,1,1,2,5,1,2,1,5,5,5,4,4,2,3,5,5,5,5,1,5,5,3,5,1,7,6,2,"Supervisor Customer Service ",2,6,4,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d4ef0737-4bf7-cc5c-4a83-30c43310cdda","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,592,"anonymous",NA,5,1.5,0,"Flagged"
"369",371,"2021-10-11 16:43:49","2021-10-11 16:55:36",0,"104.58.233.6",100,706,1,"2021-10-11 16:55:36","R_27s241Vdxk8zzF0",NA,NA,NA,NA,32.8686981201172,-96.8626022338867,"anonymous","EN",4,5,7,5,3,5,5,4,1,4,5,5,5,7,6,7,6,4,6,5,6,7,7,7,7,7,7,1,4,4,4,1,3,5,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,2,4,5,2,3,3,1,1,1,1,1,1,3,3,3,3,4,4,3,2,"Temp ",4,5,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"dc371265-9b92-d1b2-92d1-251cbfad1d88","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,706,"anonymous",NA,10,0,1.73205080756888,"Flagged"
"370",372,"2021-10-11 16:53:08","2021-10-11 16:58:18",0,"99.78.79.127",100,310,1,"2021-10-11 16:58:19","R_2X1gEBuw2jURYFa",NA,NA,NA,NA,35.8639068603516,-78.5350036621094,"anonymous","EN",4,5,7,3,4,5,5,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,1,1,1,1,1,1,1,5,5,5,5,2,5,5,5,5,6,16,6,1,"Author",1,1,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"7dc37b21-5a1f-c960-6695-4ce8b0b13ccc","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,310,"anonymous",NA,17,0,2,"Flagged"
"371",373,"2021-10-11 16:47:56","2021-10-11 16:59:08",0,"107.77.210.57",100,671,1,"2021-10-11 16:59:08","R_xsmdov7UV8Zq5pf",NA,NA,NA,NA,41.8764038085938,-87.6132965087891,"anonymous","EN",4,4,6,4,2,4,4,4,3,4,4,4,4,6,6,6,6,4,5,5,6,6,6,6,5,6,6,5,5,5,4,4,2,2,3,5,3,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,3,4,2,7,10,1,2,"House. Leaner",4,5,3,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1db89011-0d7e-5f16-1da5-a79396b56bfa","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,671,"anonymous",NA,13,0.957427107756338,0.5,"Flagged"
"372",374,"2021-10-11 16:40:33","2021-10-11 16:59:45",0,"74.101.97.161",100,1151,1,"2021-10-11 16:59:46","R_5yAze2xLXDbiEGB",NA,NA,NA,NA,40.6631011962891,-73.7601013183594,"anonymous","EN",4,1,1,1,5,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,6,1,1,1,1,6,1,6,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,2,2,2,2,2,1,1,1,1,5,6,7,1,2,"retired",4,7,6,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"d97aaf1b-d6b7-5872-dfaf-9851c0bc51cf","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,1151,"anonymous",NA,11,2.5,0,"Flagged"
"373",375,"2021-10-11 16:55:43","2021-10-11 17:01:06",0,"73.126.40.216",100,323,1,"2021-10-11 17:01:07","R_e8lFbIRJlc5fo41",NA,NA,NA,NA,42.4125061035156,-71.0034027099609,"anonymous","EN",4,4,6,2,2,4,2,2,4,2,2,2,3,2,5,6,3,4,2,2,2,3,4,7,5,6,6,2,6,3,5,3,1,1,2,5,5,3,2,4,5,3,4,3,3,3,3,5,3,5,5,5,4,5,4,3,5,5,5,4,2,4,4,4,3,1,16,6,2,"Dangerous goods agent ",4,3,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"2482d651-9d25-6eac-27e5-e1a95596fbbc","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,323,"anonymous",NA,4,1.29099444873581,1,"use"
"374",376,"2021-10-11 16:56:59","2021-10-11 17:01:26",0,"192.63.131.247",100,267,1,"2021-10-11 17:01:27","R_1mQtcU99rlq0l3T",NA,NA,NA,NA,29.722900390625,-98.0742034912109,"anonymous","EN",4,4,6,4,2,3,3,3,2,2,2,3,3,5,6,7,7,6,6,5,7,7,4,5,7,5,6,7,7,5,5,4,4,6,4,5,4,5,5,5,2,3,3,3,4,4,5,4,4,1,2,4,3,3,2,4,2,3,4,2,3,4,3,4,2,2,5,3,2,"80",4,5,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"6e5ae5fc-0b0c-6504-ff48-d27166b06d10","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,267,"anonymous",NA,3,0.5,0.577350269189626,"Flagged"
"375",377,"2021-10-11 16:55:48","2021-10-11 17:01:43",0,"71.207.64.52",100,355,1,"2021-10-11 17:01:43","R_2aKR3vtYgLfmqHh",NA,NA,NA,NA,39.7951049804688,-76.9794006347656,"anonymous","EN",4,3,7,3,2,3,3,4,3,4,4,4,4,4,4,4,4,5,4,3,4,5,4,5,3,6,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,5,6,5,4,4,5,5,5,5,5,5,2,5,5,1,3,2,2,2,2,1,1,1,1,1,7,6,1,"It specialist ",4,5,8,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"ec935f32-0d46-e7eb-3686-68b84d056adf","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,355,"anonymous",NA,8,0,0.577350269189626,"Flagged"
"376",378,"2021-10-11 16:53:29","2021-10-11 17:01:50",0,"107.126.99.23",100,501,1,"2021-10-11 17:01:50","R_23ehg2rtJMSaQIs",NA,NA,NA,NA,32.3011932373047,-90.1834030151367,"anonymous","EN",4,3,3,2,2,3,3,4,4,3,2,4,4,4,5,5,4,3,4,4,5,5,4,4,4,4,5,2,5,4,4,2,2,3,1,5,3,3,4,4,4,4,5,5,4,4,5,6,6,5,5,5,5,5,5,3,5,5,5,4,2,2,2,2,2,1,6,2,4,"Bookkeeper ",2,3,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"cee6fd68-a8d5-50a5-43dc-cacdb384ef84","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,501,"anonymous",NA,6,0.577350269189626,0.577350269189626,"use"
"377",379,"2021-10-11 16:53:45","2021-10-11 17:01:52",0,"8.9.94.130",100,486,1,"2021-10-11 17:01:52","R_2EcMrt3UeOIuyH8",NA,NA,NA,NA,43.1661071777344,-77.5554962158203,"anonymous","EN",4,4,6,4,2,4,4,4,2,3,3,3,3,6,6,5,4,5,4,3,4,5,6,5,5,5,6,3,5,5,5,3,2,3,3,5,6,4,4,5,6,3,4,2,4,5,5,5,3,5,5,5,2,5,5,3,5,5,5,5,2,4,4,4,4,1,8,5,2,"RN",4,5,7,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"59c3f4c4-5b32-4406-6670-c3e815c23d29","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,486,"anonymous",NA,4,0.957427107756338,0.957427107756338,"use"
"378",380,"2021-10-11 16:42:47","2021-10-11 17:01:52",0,"199.192.156.122",100,1145,1,"2021-10-11 17:01:53","R_2VycVAgBJBSLi9g",NA,NA,NA,NA,37.1679992675781,-93.3039016723633,"anonymous","EN",4,4,3,3,2,2,2,2,2,2,3,3,5,4,6,4,5,1,3,5,5,3,3,3,4,3,3,1,4,4,4,3,2,3,3,3,4,4,4,3,4,4,4,3,4,4,4,4,3,3,2,2,2,5,5,1,5,5,5,5,2,3,3,3,2,6,16,1,2,"Employee",4,6,3,2,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"4c168d97-0307-7164-b323-ba3df33a657a","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,1145,"anonymous",NA,6,0.5,0,"Flagged"
"379",381,"2021-10-11 16:52:58","2021-10-11 17:02:03",0,"107.115.231.33",100,544,1,"2021-10-11 17:02:03","R_8Hb74diyux1Fd4t",NA,NA,NA,NA,25.7807006835938,-80.2951965332031,"anonymous","EN",4,5,7,5,5,5,5,5,5,5,5,5,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,2,2,2,2,1,1,1,1,1,1,4,1,3,"Executive chief financial officer",1,6,6,1,"Qual2726-0929-JohnWorkingAdults(s)",1,NA,"1c20c194-c0d0-6c58-8520-f60b249fc779","c6cbf53e-3b58-490f-b29e-cae36e4ac6ff",NA,"",NA,NA,NA,NA,NA,NA,544,"anonymous",NA,12,2.5,0,"Flagged"
